"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"STCVZEF7","journalArticle","2009","Inanez, J. G.; Speakman, R.J.; Buxeda i Garrigs, J.; Glascock, M.D.","Chemical Characterization of the Tin-lead Glazed Pottery from the Iberian Peninsula and the Canary Islands: initial steps toward a better understanding of Spanish Colonial pottery in the Americas","Archaeometry","","","","","","2009","2011-05-01 23:04:36","2011-05-01 23:04:36","","546-567","","4","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STIVKCTS","book","1979","Myers, J. Emlen","Ethno-archaeology of a Moroccan village: Architecture, Artifacts and Activities","","","","","","","1979","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","Unpublished Master's Thesis","","","","State University of New York at Binghamton","Binghamton","","","","","","","","","","","","archaeology islamic medieval Morocco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STXKD6PQ","journalArticle","2005","Barilaro, Donatella and Vencenza Crupi and Domenico Majolino and Valentina Venuti and Germana Barone and Winfried Kockelmann","Characterization of pottery fragments by nondestructive neutron diffraction","Journal of Applied Physics","","","","","","2005","2011-05-01 23:04:36","2011-05-01 23:04:36","","1-4","","103520","98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUSKKN5X","book","1977","South, Stanley","Method and Theory in Historical Archaeology","","","","","","","1977","2015-07-06 14:41:34","2015-07-06 14:42:37","","","","","","","","","","","","","Academic Press","New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVB2M62K","journalArticle","1992","Gannon, Michael","The New Alliance of History and Archaeology in the Eastern Spanish Borderlands","William and Mary Quarterly","","","","","","1992","2011-05-01 23:04:36","2011-05-01 23:04:36","","321-334","","2","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVDWU97H","journalArticle","1979","Dodds, Jerrilynn","The Painting in the Sala de Justicia of the Alhambra","The Art Bulletin","","","","","","1979","2011-05-01 23:04:36","2011-05-01 23:04:36","","186-197","","","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWXP9UBP","journalArticle","1991","Miller, Duncan","Materials Analysis of Archaeological Ceramics in Southern Africa","The South African Archaeological Bulletin","","","","","","1991","2011-05-01 23:04:36","2011-05-01 23:04:36","","12-18","","153","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SX6ERSQH","journalArticle","1982","Erickson, Frederick","Taught Cognitive Learning in Its Immediate Environments: A Neglected Topic in the Anthropology of Education","Anthropology and Education Quarterly","","","","","","1982","2011-05-01 23:04:36","2011-05-01 23:04:36","","149-180","","2","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXEKXRDN","book","2004","Adams, E. Charles; Duff, Andrew Ian","The Protohistoric Pueblo World, A.D. 1275-1600","","978-0-8165-2343-6","","","","In the centuries before the arrival of Europeans, the Pueblo world underwent nearly continuous reorganization. Populations moved from Chaco Canyon and the great centers of the Mesa Verde region to areas along the Rio Grande, the Little Colorado River, and the Mogollon Rim, where they began constructing larger and differently organized villages, many with more than 500 rooms. Villages also tended to occur in clusters that have been interpreted in a number of different ways. This book describes and interprets this period of southwestern history immediately before and after initial European contact, A.D. 1275-1600Ña span of time during which Pueblo peoples and culture were dramatically transformed. It summarizes one hundred years of research and archaeological data for the Pueblo IV period as it explores the nature of the organization of village clusters and what they meant in behavioral and political terms. Twelve of the chapters individually examine the northern and eastern portions of the Southwest and the groups who settled there during the protohistoric period. The authors develop histories for settlement clusters that offer insights into their unique development and the variety of ways that villages formed these clusters. These analyses show the extent to which spatial clusters of large settlements may have formed regionally organized alliances, and in some cases they reveal a connection between protohistoric villages and indigenous or migratory groups from the preceding period. This volume is distinct from other recent syntheses of Pueblo IV research in that it treats the settlement cluster as the analytic unit. By analyzing how members of clusters of villages interacted with one another, it offers a clearer understanding of the value of this level of analysis and suggests possibilities for future research. In addition to offering new insights on the Pueblo IV world, the volume serves as a compendium of information on more than 400 known villages larger than 50 rooms. It will be of lasting interest not only to archaeologists but also to geographers, land managers, and general readers interested in Pueblo culture.","2004","2015-08-28 16:06:30","2015-08-28 16:06:30","","","234","","","","","","","","","","University of Arizona Press","","en","","","","","Google Books","","","","","https://books.google.com/books?id=fhVTpGYlFXEC","","History / Native American; History / United States / State & Local / General; Social Science / Archaeology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SXXCJMTB","journalArticle","1997","Richards, Rebecca Templin","What the Natives Know: Wild Mushrooms and Forest Health","Journal of Forestry","","","","","","1997","2013-05-01 19:54:03","2013-05-01 19:55:12","","5-10","","9","95","","","","","","","","","","","","","","SFP Assorted Articles folder","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZBFHB64","journalArticle","1978","Meyer, Doris","Early Mexican-American Responses to Negative Stereotyping","New Mexico Historical Review","","","","","","1978","2012-11-15 02:49:39","2012-11-15 02:50:56","","75-91","","1","53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZTHJ2MR","bookSection","1994","Roosens, Eugeen","The Primordial nature of origins in migrant ethnicity","The Anthropology of Ethnicity: Beyond ""Ethnic Groups and Boundaries""","","","","","","1994","2011-05-01 23:04:36","2011-05-01 23:04:36","","81-103","","","","","","","","","","","Het Spinhuis","Amsterdam","","","","","","","","","","","","","","Govers, Hans Vermeulen and Cora","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZTUJFT9","journalArticle","1997","Garcia-Moro, Clara and D. I. Toja and Phillip L. Walker","Marraige Patterns of California's Early Spanish-Mexican Colonists","Journal of Biosocial Science","","","","","","1997","2011-05-01 23:04:36","2011-05-01 23:04:36","","205-217","","2","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SZUKTRX6","bookSection","1986","Lafuente, Jose Luis Corral","Bases para el estudio de la ceramica medieval aragonese (siglos X-XV)","Segundo Coloquio Ceramica Medieval del Mediterraneo","","","","","","1986","2011-05-01 23:04:36","2011-05-01 23:04:36","","39-42","","","","","","","","","","","","Toledo","","","","","","","","","","","","","","Zozaya, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T267BUBQ","book","1971","Meinig, D.W.","Southwest: Three Peoples in Geographical Change 1600-1970","","","","","","","1971","2015-07-31 18:49:34","2015-07-31 18:50:31","","","","","","","","","","","","","Oxford University Press","New York","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T33I7JSK","book","1977","Cohen, M.N.","The Food Crisis in Prehistory: Overpopulation and the Origins of Agriculture","","","","","","","1977","2011-05-01 23:04:36","2011-05-01 23:04:36","","","","","","","","","","","","","Yale University Press","New Haven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T35I5T95","bookSection","1998","Hegmon, Michelle","Technology, Style and Social Practices: Archaeological Approaches","The Archaeology of Social Boundaries","","","","","","1998","2015-09-29 18:11:05","2015-09-29 18:21:22","","","","","","","","","","","","","Smithsonian Press","","","","","","","","","","","","","","","Stark, Miriam","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T37NTZIK","journalArticle","1983","Spielmann, Katherine A.","Late Prehistoric Exchange Between the Southwest and Southern Plains","Plains Anthropologist","","","","","","1983","2015-08-14 21:28:15","2015-08-14 21:29:23","","257-272","","102","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3ARCXT5","bookSection","2007","Suoranta, Juha ad Tere Vaden","From Social to Socialist Media: the critical potential of the Wikiworld","Critical Pedagogy: Where are we now?","","","","","","2007","2011-05-01 23:04:36","2011-05-01 23:04:36","","143-162","","","","","","","","","","","Peter Lang Publishing","New York","","","","","","","","","","","","","","Kincheloe, Peter McLaren and Joe L.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T3NPD3FE","book","1993","Wilson, C. Dean; Blinman, Eric","Upper San Juan Region Typology","","","","","","","1993","2014-10-16 22:18:08","2015-10-14 17:20:56","","","","","","","","","Archaeology Notes","80","","","Office of Archaeological Studies, Museum of New Mexico","Santa Fe, NM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
